ID	DOCULECT	CONCEPT	COGID	COGNACY	VALUE	BORROWING	FORM	TOKENS
1204	Koya	come	33	come-A	ʋa:daɖam		ʋa:daɖam	ʋ aː d a ɖ a m
2400	Kurukh	come	33	come-A	baɾna		baɾna	b a ɾ n a
62	Malayalam	come	33	come-A	ʋaɾuga		ʋaɾuga	ʋ a ɾ u g a
3051	Malto	come	33	come-A	baɾəa:		baɾəa:	b a ɾ ə aː
3157	Ollari_Gadba	come	33	come-A	ʋa		ʋa	ʋ a
456	Parji	come	33	come-A	ver-		ver-	v e r +
2173	Tamil	come	33	come-A	ʋa:		ʋa:	ʋ aː
826	Telugu	come	33	come-A	ʋatʃtʃu		ʋatʃtʃu	ʋ a tːʃ u
953	Telugu	come	33	come-A	ɾa		ɾa	ɾ a
2046	Toda	come	33	come-A	pa:ɾti		pa:ɾti	p aː ɾ t i
1944	Tulu	come	33	come-A	baɾaɾa		baɾaɾa	b a ɾ a ɾ a
1637	Yeruva	come	33	come-A	ba:		ba:	b aː
1837	Badga	die	34	die-A	sa:ʋadə		sa:ʋadə	s aː ʋ a d ə
2501	Brahui	die	34	die-A	kahing		kahing	k a h i n g
2606	Gondi	die	34	die-A	ha:		ha:	h aː
66	Kannada	die	34	die-A	sa:ji		sa:ji	s aː j i
1408	Kodava	die	34	die-A	tʃ:ɭa		tʃ:ɭa	tːʃ ɭ a
2395	Kurukh	die	34	die-A	kʰena		kʰena	kʰ e n a
3046	Malto	die	34	die-A	keəa:na:keəida:h		keəa:na:keəida:h	k e ə aː n aː k e ə i d aː h
461	Parji	die	34	die-A	cay-		cay-	c a y +
2167	Tamil	die	34	die-A	tʃa:		tʃa:	tʃ aː
2168	Tamil	die	34	die-A	sattə po		sattə po	s a tː ə # p o
821	Telugu	die	34	die-A	tʃatʃtʃipo:ʋu		tʃatʃtʃipo:ʋu	tʃ a tːʃ i p oː ʋ u
1939	Tulu	die	34	die-A	sajjaɾa		sajjaɾa	s a j j a ɾ a
1632	Yeruva	die	34	die-A	tʃa:ɭa		tʃa:ɭa	tʃ aː ɭ a
2288	Betta_Kurumba	die	35	die-B	maɾdo:g	LOAN	maɾdo:g	m a ɾ d oː g
68	Malayalam	die	35	die-B	maɾikkuga	LOAN	maɾikkuga	m a ɾ i kː u g a
1198	Koya	die	387	die-C	ɖollatam		ɖollatam	ɖ o lː a t a m
2040	Toda	die	388	die-D	keɖuoisi		keɖuoisi	k e ɖ u o i s i
2713	Kolami	die	753	die-E	tigte:n		tigte:n	t i g t eː n
2816	Kota	die	754	die-F	ta:ʋə		ta:ʋə	t aː ʋ ə
1792	Badga	dog	36	dog-A	ne		ne	n e
2244	Betta_Kurumba	dog	36	dog-A	na:jə		na:jə	n aː j ə
2563	Gondi	dog	36	dog-A	nej		nej	n e j
1264	Kannada	dog	36	dog-A	na:ji		na:ji	n aː j i
1366	Kodava	dog	36	dog-A	na:ji		na:ji	n aː j i
2670	Kolami	dog	36	dog-A	a:te		a:te	aː t e
2773	Kota	dog	36	dog-A	na:ji		na:ji	n aː j i
1146	Koya	dog	36	dog-A	nej		nej	n e j
1475	Malayalam	dog	36	dog-A	na:ja		na:ja	n aː j a
3109	Ollari_Gadba	dog	36	dog-A	ne		ne	n e
467	Parji	dog	36	dog-A	netta		netta	n e tː a
2117	Tamil	dog	36	dog-A	na:ji		na:ji	n aː j i
1998	Toda	dog	36	dog-A	noi		noi	n o i
1897	Tulu	dog	36	dog-A	na:ji		na:ji	n aː j i
1589	Yeruva	dog	36	dog-A	na:ji		na:ji	n aː j i
770	Telugu	dog	37	dog-B	kukka	EXCLUDE	kukka	k u kː a
1476	Malayalam	dog	438	dog-C	paʈʈi		paʈʈi	p a ʈː i
2352	Kurukh	dog	211	dog-D	alla		alla	a lː a
2456	Brahui	dog	627	dog-E	kutʃak		kutʃak	k u tʃ a k
2998	Malto	dog	627	dog-E	kutʃtʃo		kutʃtʃo	k u tːʃ o
1830	Badga	drink	38	drink-A	kuɖapə		kuɖapə	k u ɖ a p ə
2280	Betta_Kurumba	drink	38	drink-A	kuɖi ~ kujɾi		kuɖi	k u ɖ i
75	Kannada	drink	38	drink-A	kuḍi-		kuḍi-	k u ɖ i +
1300	Kannada	drink	38	drink-A	kudijo:du		kudijo:du	k u d i j oː d u
1401	Kodava	drink	38	drink-A	kuɖipa		kuɖipa	k u ɖ i p a
74	Malayalam	drink	38	drink-A	kuṭi-		kuṭi-	k u ʈ i +
1522	Malayalam	drink	38	drink-A	kudikkuga		kudikkuga	k u d i kː u g a
2159	Tamil	drink	38	drink-A	kuɖi		kuɖi	k u ɖ i
1625	Yeruva	drink	38	drink-A	kuɖipə		kuɖipə	k u ɖ i p ə
814	Telugu	drink	39	drink-B	ta:gu		ta:gu	t aː g u
2494	Brahui	drink	212	drink-C	kuning		kuning	k u n i n g
2599	Gondi	drink	212	drink-C	un		un	u n
2809	Kota	drink	212	drink-C	unatukə		unatukə	u n a t u k ə
1190	Koya	drink	212	drink-C	unnu		unnu	u nː u
2388	Kurukh	drink	212	drink-C	onna		onna	o nː a
3034	Malto	drink	212	drink-C	ho:na:		ho:na:	h oː n aː
3145	Ollari_Gadba	drink	212	drink-C	un		un	u n
472	Parji	drink	212	drink-C	un-		un-	u n +
2033	Toda	drink	212	drink-C	uʈʈudi		uʈʈudi	u ʈː u d i
1932	Tulu	drink	319	drink-D	paɾijaɾa		paɾijaɾa	p a ɾ i j a ɾ a
2706	Kolami	drink	732	drink-F	aniɾusa:t		aniɾusa:t	a n i ɾ u s aː t
77	Tamil	dry	40	dry-A	ularnta		ularnta	u l a r n t a
1669	Yeruva	dry	484	dry-B	unaku		unaku	u n a k u
866	Telugu	dry	42	dry-C	eɳɖu		eɳɖu	e ɳ ɖ u
2855	Kota	dry	213	dry-D	kanʈiko		kanʈiko	k a n ʈ i k o
2434	Kurukh	dry	213	dry-D	kʰajka		kʰajka	kʰ a j k a
3088	Malto	dry	213	dry-D	a:ika:		a:ika:	aː i k aː
2215	Tamil	dry	213	dry-D	kaindadə		kaindadə	k a i n d a d ə
2216	Tamil	dry	213	dry-D	ka:ndʒə		ka:ndʒə	k aː n dʒ ə
2541	Brahui	dry	214	dry-E	ba:ɾun		ba:ɾun	b aː ɾ u n
2649	Gondi	dry	214	dry-E	ʋaʈʈa		ʋaʈʈa	ʋ a ʈː a
79	Kannada	dry	214	dry-E	battida		battida	b a tː i d a
1243	Koya	dry	214	dry-E	aɾta:d		aɾta:d	a ɾ t aː d
78	Malayalam	dry	214	dry-E	varaṇṭa		varaṇṭa	v a r a ɳ ʈ a
1876	Badga	dry	482	dry-F	oɳikiladə		oɳikiladə	o ɳ i k i l a d ə
1345	Kannada	dry	482	dry-F	oɳagidu		oɳagidu	o ɳ a g i d u
1446	Kodava	dry	482	dry-F	oɳangina		oɳangina	o ɳ a n g i n a
1568	Malayalam	dry	482	dry-F	uɳangija		uɳangija	u ɳ a n g i j a
2079	Toda	dry	482	dry-F	oɳikisi		oɳikisi	o ɳ i k i s i
1977	Tulu	dry	482	dry-F	nunguduna		nunguduna	n u n g u d u n a
1242	Koya	dry	483	dry-G	poɖi		poɖi	p o ɖ i
865	Telugu	dry	483	dry-G	poɖi		poɖi	p o ɖ i
2329	Betta_Kurumba	dry	485	dry-H	ajngənu ipədə		ajngənu ipədə	a j n g ə n u # i p ə d ə
2752	Kolami	dry	864	dry-I	a:tiɾ		a:tiɾ	aː t i ɾ
1815	Badga	ear	43	ear-A	kiʋi		kiʋi	k i ʋ i
2265	Betta_Kurumba	ear	43	ear-A	kiʋija		kiʋija	k i ʋ i j a
2477	Brahui	ear	43	ear-A	xaf		xaf	x a f
2584	Gondi	ear	43	ear-A	keʋu		keʋu	k e ʋ u
1285	Kannada	ear	43	ear-A	kiʋi		kiʋi	k i ʋ i
1386	Kodava	ear	43	ear-A	kemi		kemi	k e m i
2690	Kolami	ear	43	ear-A	keʋ		keʋ	k e ʋ
2794	Kota	ear	43	ear-A	keʋə		keʋə	k e ʋ ə
1173	Koya	ear	43	ear-A	keʋ		keʋ	k e ʋ
1174	Koya	ear	43	ear-A	keʋk		keʋk	k e ʋ k
2373	Kurukh	ear	43	ear-A	kʰebda		kʰebda	kʰ e b d a
2901	Kuwi	ear	43	ear-A	kiɾiju		kiɾiju	k i ɾ i j u
1505	Malayalam	ear	43	ear-A	tʃeʋi		tʃeʋi	tʃ e ʋ i
3130	Ollari_Gadba	ear	43	ear-A	kekal		kekal	k e k a l
482	Parji	ear	43	ear-A	kekol		kekol	k e k o l
798	Telugu	ear	43	ear-A	tʃeʋi		tʃeʋi	tʃ e ʋ i
2018	Toda	ear	43	ear-A	kili		kili	k i l i
1917	Tulu	ear	43	ear-A	kebi		kebi	k e b i
1609	Yeruva	ear	43	ear-A	kemi		kemi	k e m i
84	Malayalam	ear	44	ear-B	kātu		kātu	k aː t u
2138	Tamil	ear	44	ear-B	ka:də		ka:də	k aː d ə
3018	Malto	ear	683	ear-C	daɾti:		daɾti:	d a ɾ t iː
2627	Gondi	earth	45	earth-A	mannə		mannə	m a nː ə
1326	Kannada	earth	45	earth-A	maɳɳu		maɳɳu	m a ɳ ɳ u
1426	Kodava	earth	45	earth-A	mannə		mannə	m a nː ə
1548	Malayalam	earth	45	earth-A	mannə		mannə	m a nː ə
2190	Tamil	earth	45	earth-A	mannə		mannə	m a nː ə
843	Telugu	earth	45	earth-A	mannu		mannu	m a nː u
1957	Tulu	earth	45	earth-A	mannə		mannə	m a nː ə
3170	Ollari_Gadba	earth	216	earth-B	tukud		tukud	t u k u d
488	Parji	earth	216	earth-B	tūk		tūk	t uː k
2414	Kurukh	earth	217	earth-C	kʰekʰel		kʰekʰel	kʰ e kʰ e l
2060	Toda	earth	503	earth-D	koɖə		koɖə	k o ɖ ə
1220	Koya	earth	504	earth-E	maʈʈi		maʈʈi	m a ʈː i
844	Telugu	earth	504	earth-E	maʈʈi		maʈʈi	m a ʈː i
2309	Betta_Kurumba	earth	509	earth-F	bu:mi	LOAN	bu:mi	b uː m i
2732	Kolami	earth	509	earth-F	bʰu:mi	LOAN	bʰu:mi	bʱ uː m i
2836	Kota	earth	509	earth-F	bʰulo:gam		bʰulo:gam	bʱ u l oː g a m
2941	Kuwi	earth	509	earth-F	bʰumi	LOAN	bʰumi	bʱ u m i
3064	Malto	earth	509	earth-F	bʰumi	LOAN	bʰumi	bʱ u m i
2942	Kuwi	earth	798	earth-G	iɾa:		iɾa:	i ɾ aː
2521	Brahui	earth	799	earth-H	ɖaga:ɾ		ɖaga:ɾ	ɖ a g aː ɾ
1831	Badga	eat	46	eat-A	timbə		timbə	t i m b ə
2281	Betta_Kurumba	eat	46	eat-A	tinn		tinn	t i nː
1301	Kannada	eat	46	eat-A	tinnu		tinnu	t i nː u
1402	Kodava	eat	46	eat-A	tinə		tinə	t i n ə
2810	Kota	eat	46	eat-A	tin atej		tin atej	t i n # a t e j
1191	Koya	eat	46	eat-A	tinnu		tinnu	t i nː u
2917	Kuwi	eat	46	eat-A	tinu		tinu	t i n u
1523	Malayalam	eat	46	eat-A	tinnuga		tinnuga	t i nː u g a
3146	Ollari_Gadba	eat	46	eat-A	tin		tin	t i n
492	Parji	eat	46	eat-A	tin-		tin-	t i n +
815	Telugu	eat	46	eat-A	tinu		tinu	t i n u
1626	Yeruva	eat	46	eat-A	tinno:		tinno:	t i nː oː
2160	Tamil	eat	47	eat-B	sa:pədə		sa:pədə	s aː p ə d ə
1933	Tulu	eat	321	eat-C	uɳa:ɾa		uɳa:ɾa	u ɳ aː ɾ a
2389	Kurukh	eat	219	eat-D	mokʰna		mokʰna	m o kʰ n a
2034	Toda	eat	322	eat-E	toɾtin		toɾtin	t o ɾ t i n
2495	Brahui	eat	733	eat-F	kuning		kuning	k u n i n g
3035	Malto	eat	734	eat-G	dʒa:go:lpah		dʒa:go:lpah	dʒ aː g oː l p a h
3036	Malto	eat	734	eat-G	lapah		lapah	l a p a h
2707	Kolami	eat	737	eat-J	a:ntisatun		a:ntisatun	aː n t i s a t u n
2600	Gondi	eat	738	eat-K	dʒeʋi		dʒeʋi	dʒ e ʋ i
1808	Badga	egg	48	egg-A	moʈʈe		moʈʈe	m o ʈː e
1277	Kannada	egg	48	egg-A	moʈʈe		moʈʈe	m o ʈː e
1379	Kodava	egg	48	egg-A	muʈʈe		muʈʈe	m u ʈː e
2787	Kota	egg	48	egg-A	mooʈə		mooʈə	m o o ʈ ə
1496	Malayalam	egg	48	egg-A	muʈʈa		muʈʈa	m u ʈː a
2130	Tamil	egg	48	egg-A	muʈʈe		muʈʈe	m u ʈː e
2011	Toda	egg	48	egg-A	muʈʈe		muʈʈe	m u ʈː e
1602	Yeruva	egg	48	egg-A	muʈʈe		muʈʈe	m u ʈː e
790	Telugu	egg	49	egg-B	guɖɖu		guɖɖu	g u ɖː u
1278	Kannada	egg	395	egg-C	tatti		tatti	t a tː i
1910	Tulu	egg	395	egg-C	ketti		ketti	k e tː i
1163	Koya	egg	396	egg-D	gaɾbam		gaɾbam	g a ɾ b a m
3122	Ollari_Gadba	egg	396	egg-D	kaɾbə		kaɾbə	k a ɾ b ə
2258	Betta_Kurumba	egg	498	egg-E	mujɾgi		mujɾgi	m u j ɾ g i
2469	Brahui	egg	658	egg-F	xuahae		xuahae	x u a h a e
2470	Brahui	egg	659	egg-G	baƐdƐ		baƐdƐ	b a ɛ d ɛ
3011	Malto	egg	660	egg-H	ɾaɾapa:ndu		ɾaɾapa:ndu	ɾ a ɾ a p aː n d u
2366	Kurukh	egg	661	egg-I	bi:		bi:	b iː
2683	Kolami	egg	662	egg-J	sanku		sanku	s a n k u
2577	Gondi	egg	663	egg-K	mi:ndʒ		mi:ndʒ	m iː n dʒ
2894	Kuwi	egg	664	egg-L	tala		tala	t a l a
1816	Badga	eye	50	eye-A	kaɳɳə		kaɳɳə	k a ɳ ɳ ə
2266	Betta_Kurumba	eye	50	eye-A	kaɳɳu		kaɳɳu	k a ɳ ɳ u
2478	Brahui	eye	50	eye-A	xan		xan	x a n
1286	Kannada	eye	50	eye-A	kaɳɳə		kaɳɳə	k a ɳ ɳ ə
1387	Kodava	eye	50	eye-A	kaɳɳə		kaɳɳə	k a ɳ ɳ ə
2691	Kolami	eye	50	eye-A	kan		kan	k a n
2795	Kota	eye	50	eye-A	kaɳɳə		kaɳɳə	k a ɳ ɳ ə
1175	Koya	eye	50	eye-A	koɳɖ		koɳɖ	k o ɳ ɖ
2374	Kurukh	eye	50	eye-A	kʰann		kʰann	kʰ a nː
2902	Kuwi	eye	50	eye-A	kanu		kanu	k a n u
1507	Malayalam	eye	50	eye-A	kaɳɳə		kaɳɳə	k a ɳ ɳ ə
3019	Malto	eye	50	eye-A	a:ndu		a:ndu	aː n d u
3131	Ollari_Gadba	eye	50	eye-A	kaɳul		kaɳul	k a ɳ u l
497	Parji	eye	50	eye-A	kan		kan	k a n
2139	Tamil	eye	50	eye-A	kaɳɳə		kaɳɳə	k a ɳ ɳ ə
799	Telugu	eye	50	eye-A	kannu		kannu	k a nː u
2019	Toda	eye	50	eye-A	kaɳ		kaɳ	k a ɳ
1918	Tulu	eye	50	eye-A	kaɳɳu		kaɳɳu	k a ɳ ɳ u
1610	Yeruva	eye	50	eye-A	kaɳɳə		kaɳɳə	k a ɳ ɳ ə
1506	Malayalam	eye	373	eye-B	ne:tɾam	LOAN	ne:tɾam	n eː t ɾ a m
2585	Gondi	eye	684	eye-C	kəɖə		kəɖə	k ə ɖ ə
1806	Badga	fat	51	fat-A	koɭəppə		koɭəppə	k o ɭ ə pː ə
2575	Gondi	fat	51	fat-A	koɾondʒ		koɾondʒ	k o ɾ o n dʒ
1275	Kannada	fat	51	fat-A	kobbu		kobbu	k o bː u
2785	Kota	fat	51	fat-A	koɭupu		koɭupu	k o ɭ u p u
1159	Koya	fat	51	fat-A	kodoʋo:s		kodoʋo:s	k o d o ʋ oː s
1493	Malayalam	fat	51	fat-A	koɻuppə		koɻuppə	k o ɻ u pː ə
503	Parji	fat	51	fat-A	koṛukuḍ		koṛukuḍ	k o ɽ u k u ɖ
2128	Tamil	fat	51	fat-A	koɻuppə		koɻuppə	k o ɻ u pː ə
785	Telugu	fat	51	fat-A	koʋʋu (noun)		koʋʋu	k o ʋː u
2009	Toda	fat	51	fat-A	koɻəppə		koɻəppə	k o ɻ ə pː ə
1160	Koya	fat	397	fat-B	la:ʋ		la:ʋ	l aː ʋ
912	Telugu	fat	397	fat-B	la:ʋu(adjective)		la:ʋu	l aː ʋ u
2364	Kurukh	fat	222	fat-C	neʈa		neʈa	n e ʈ a
2467	Brahui	fat	402	fat-D	tʃaɾpi:		tʃaɾpi:	tʃ a ɾ p iː
1377	Kodava	fat	402	fat-D	tʃeɾabi		tʃeɾabi	tʃ e ɾ a b i
1908	Tulu	fat	402	fat-D	tʃeɾabi		tʃeɾabi	tʃ e ɾ a b i
1600	Yeruva	fat	402	fat-D	tʃiɾabi		tʃiɾabi	tʃ i ɾ a b i
2255	Betta_Kurumba	fat	496	fat-E	tanniʋi		tanniʋi	t a nː i ʋ i
2256	Betta_Kurumba	fat	497	fat-F	teɾija		teɾija	t e ɾ i j a
3009	Malto	fat	653	fat-G	nedʒdʒa		nedʒdʒa	n e dːʒ a
3120	Ollari_Gadba	fat	867	fat-H	me:n		me:n	m eː n
1811	Badga	feather	52	feather-A	ɾakke		ɾakke	ɾ a kː e
2790	Kota	feather	52	feather-A	ɾe:kə		ɾe:kə	ɾ eː k ə
2133	Tamil	feather	52	feather-A	ɾekke		ɾekke	ɾ e kː e
2014	Toda	feather	52	feather-A	iɾakke		iɾakke	i ɾ a kː e
1499	Malayalam	feather	53	feather-B	tu:ʋalə		tu:ʋalə	t uː ʋ a l ə
107	Kannada	feather	54	feather-C	gari		gari	g a r i
793	Telugu	feather	55	feather-D	i:ka		i:ka	iː k a
1281	Kannada	feather	303	feather-E	tupaʈa		tupaʈa	t u p a ʈ a
1382	Kodava	feather	303	feather-E	topaʈa		topaʈa	t o p a ʈ a
1605	Yeruva	feather	303	feather-E	to:pəʈa:		to:pəʈa:	t oː p ə ʈ aː
1168	Koya	feather	304	feather-F	geɾk		geɾk	g e ɾ k
1913	Tulu	feather	305	feather-G	huʋi		huʋi	h u ʋ i
2261	Betta_Kurumba	feather	499	feather-H	tiʋija		tiʋija	t i ʋ i j a
2580	Gondi	feather	669	feather-I	buɾa		buɾa	b u ɾ a
2686	Kolami	feather	669	feather-I	bull		bull	b u lː
2473	Brahui	feather	670	feather-J	paɾɾƐ		paɾɾƐ	p a ɾ ɾ ɛ
3014	Malto	feather	671	feather-K	paki:		paki:	p a k iː
2369	Kurukh	feather	672	feather-L	pentʃo		pentʃo	p e n tʃ o
109	Tamil	fire	56	fire-A	neruppu		neruppu	n e r u pː u
787	Telugu	fire	56	fire-A	nippu		nippu	n i pː u
2257	Betta_Kurumba	fire	57	fire-B	tissə ~ titʃtʃa		tissə	t i sː ə
2786	Kota	fire	57	fire-B	nippu		nippu	n i pː u
1495	Malayalam	fire	57	fire-B	te:		te:	t eː
2129	Tamil	fire	57	fire-B	te:		te:	t eː
1601	Yeruva	fire	57	fire-B	ti:		ti:	t iː
1276	Kannada	fire	58	fire-C	benki		benki	b e n k i
789	Telugu	fire	398	fire-D	maɳʈa		maɳʈa	m a ɳ ʈ a
1807	Badga	fire	223	fire-E	kitʃtʃə		kitʃtʃə	k i tːʃ ə
1378	Kodava	fire	223	fire-E	titta		titta	t i tː a
2682	Kolami	fire	223	fire-E	kiss		kiss	k i sː
1161	Koya	fire	223	fire-E	kis		kis	k i s
2365	Kurukh	fire	223	fire-E	tʃitʃtʃ		tʃitʃtʃ	tʃ i tːʃ
3010	Malto	fire	223	fire-E	tʃitʃadu		tʃitʃadu	tʃ i tʃ a d u
508	Parji	fire	223	fire-E	kic		kic	k i c
2010	Toda	fire	223	fire-E	ti:ttə		ti:ttə	t iː tː ə
1494	Malayalam	fire	399	fire-F	agni	LOAN	agni	a g n i
788	Telugu	fire	399	fire-F	aggi	LOAN	aggi	a gː i
1909	Tulu	fire	400	fire-G	tuʋu		tuʋu	t u ʋ u
1162	Koya	fire	401	fire-H	neggaɖ		neggaɖ	n e gː a ɖ
2468	Brahui	fire	654	fire-I	xa:xaɾ		xa:xaɾ	x aː x a ɾ
2576	Gondi	fire	656	fire-J	taɖmi		taɖmi	t a ɖ m i
2893	Kuwi	fire	657	fire-K	dankeɾe		dankeɾe	d a n k e ɾ e
1812	Badga	fish	60	fish-A	mi:nə		mi:nə	m iː n ə
2262	Betta_Kurumba	fish	60	fish-A	mi:nu		mi:nu	m iː n u
2581	Gondi	fish	60	fish-A	mi:n		mi:n	m iː n
1282	Kannada	fish	60	fish-A	mi:nə		mi:nə	m iː n ə
1383	Kodava	fish	60	fish-A	mi:nə		mi:nə	m iː n ə
2791	Kota	fish	60	fish-A	mi:nə		mi:nə	m iː n ə
1501	Malayalam	fish	60	fish-A	mi:n		mi:n	m iː n
3015	Malto	fish	60	fish-A	mi:ndu		mi:ndu	m iː n d u
3126	Ollari_Gadba	fish	60	fish-A	mi:n		mi:n	m iː n
2134	Tamil	fish	60	fish-A	mi:nə		mi:nə	m iː n ə
2015	Toda	fish	60	fish-A	mi:n		mi:n	m iː n
1914	Tulu	fish	60	fish-A	mi:nə		mi:nə	m iː n ə
1606	Yeruva	fish	60	fish-A	mi:nə		mi:nə	m iː n ə
1169	Koya	fish	61	fish-B	ki:ke		ki:ke	k iː k e
513	Parji	fish	61	fish-B	key		key	k e y
794	Telugu	fish	61	fish-B	tʃe:pa		tʃe:pa	tʃ eː p a
116	Kannada	fish	62	fish-C	matsya	LOAN	matsya	m a ts y a
1500	Malayalam	fish	62	fish-C	malsjam	LOAN	malsjam	m a l s j a m
2474	Brahui	fish	673	fish-D	matʃtʃi:	LOAN	matʃtʃi:	m a tːʃ iː
2687	Kolami	fish	674	fish-E	guɖɖi	EXCLUDE	guɖɖi	g u ɖː i
2370	Kurukh	fish	675	fish-F	indʒo		indʒo	i n dʒ o
1840	Badga	fly	63	fly-A	paɾappə		paɾappə	p a ɾ a pː ə
2291	Betta_Kurumba	fly	63	fly-A	pa:ɾ ~ pe:ɾ		pa:ɾ	p aː ɾ
2611	Gondi	fly	63	fly-A	paɾi		paɾi	p a ɾ i
119	Kannada	fly	63	fly-A	ha:ɾu		ha:ɾu	h aː ɾ u
1411	Kodava	fly	63	fly-A	pa:ɾa		pa:ɾa	p aː ɾ a
2819	Kota	fly	63	fly-A	pa:ɾʋu		pa:ɾʋu	p aː ɾ ʋ u
118	Malayalam	fly	63	fly-A	paɾakkuga		paɾakkuga	p a ɾ a kː u g a
2171	Tamil	fly	63	fly-A	paɾə		paɾə	p a ɾ ə
2043	Toda	fly	63	fly-A	po:ɾtʃ		po:ɾtʃ	p oː ɾ tʃ
1942	Tulu	fly	63	fly-A	ɾa:paɾa		ɾa:paɾa	ɾ aː p a ɾ a
824	Telugu	fly	64	fly-B	eguɾu		eguɾu	e g u ɾ u
1201	Koya	fly	451	fly-C	tulla		tulla	t u lː a
1635	Yeruva	fly	452	fly-D	mannə		mannə	m a nː ə
2398	Kurukh	fly	762	fly-E	uɖijaɾna		uɖijaɾna	u ɖ i j a ɾ n a
3049	Malto	fly	762	fly-E	uɖa:ɾi		uɖa:ɾi	u ɖ aː ɾ i
2716	Kolami	fly	763	fly-F	tulsa:d		tulsa:d	t u l s aː d
2504	Brahui	fly	764	fly-G	ba:l kanning		ba:l kanning	b aː l # k a nː i n g
123	Kannada	foot	65	foot-A	aḍi		aḍi	a ɖ i
2219	Koya	foot	65	foot-A	aɖugu		aɖugu	a ɖ u g u
122	Malayalam	foot	65	foot-A	aṭi		aṭi	a ʈ i
2148	Tamil	foot	65	foot-A	aɖi		aɖi	a ɖ i
806	Telugu	foot	65	foot-A	aɖugu		aɖugu	a ɖ u g u
1292	Kannada	foot	66	foot-B	pa:da		pa:da	p aː d a
2908	Kuwi	foot	66	foot-B	pa:dami		pa:dami	p aː d a m i
1513	Malayalam	foot	66	foot-B	pa:dam		pa:dam	p aː d a m
3137	Ollari_Gadba	foot	66	foot-B	pa:dam		pa:dam	p aː d a m
2146	Tamil	foot	66	foot-B	pa:dam		pa:dam	p aː d a m
805	Telugu	foot	66	foot-B	pa:damu	LOAN	pa:damu	p aː d a m u
2272	Betta_Kurumba	foot	225	foot-C	ka:lə		ka:lə	k aː l ə
2591	Gondi	foot	225	foot-C	ka:l		ka:l	k aː l
2147	Tamil	foot	225	foot-C	kaalə		kaalə	k a a l ə
2025	Toda	foot	225	foot-C	ko:l		ko:l	k oː l
1924	Tulu	foot	225	foot-C	ka:lə		ka:lə	k aː l ə
1616	Yeruva	foot	225	foot-C	ka:lə		ka:lə	k aː l ə
2380	Kurukh	foot	226	foot-D	kʰeɖ		kʰeɖ	kʰ e ɖ
1822	Badga	foot	365	foot-E	anga:lə		anga:lə	a n g aː l ə
1392	Kodava	foot	365	foot-E	anga:l		anga:l	a n g aː l
2486	Brahui	foot	698	foot-F	nat		nat	n a t
3025	Malto	foot	699	foot-G	ɾaɖadu		ɾaɖadu	ɾ a ɖ a d u
2697	Kolami	foot	700	foot-H	dʒeʈʈa		dʒeʈʈa	dʒ e ʈː a
2801	Kota	foot	702	foot-I	tapaɖ		tapaɖ	t a p a ɖ
2075	Toda	full	513	full-A	so:kkaije		so:kkaije	s oː kː a i j e
1872	Badga	full	68	full-B	tʰumbe		tʰumbe	tʰ u m b e
1341	Kannada	full	68	full-B	tumbidu		tumbidu	t u m b i d u
1442	Kodava	full	68	full-B	dumba		dumba	d u m b a
1665	Yeruva	full	68	full-B	dumba		dumba	d u m b a
2645	Gondi	full	227	full-C	niɳɖ		niɳɖ	n i ɳ ɖ
2748	Kolami	full	227	full-C	ninɖu		ninɖu	n i n ɖ u
1238	Koya	full	227	full-C	ninɖa:		ninɖa:	n i n ɖ aː
2430	Kurukh	full	227	full-C	nindka		nindka	n i n d k a
1564	Malayalam	full	227	full-C	niɾaɲa		niɾaɲa	n i ɾ a ɲ a
3082	Malto	full	227	full-C	nindpa:		nindpa:	n i n d p aː
125	Tamil	full	227	full-C	niṟainta		niṟainta	n i r̪ a i n t a
861	Telugu	full	227	full-C	ninɖu		ninɖu	n i n ɖ u
2209	Tamil	full	514	full-D	muɭu		muɭu	m u ɭ u
1973	Tulu	full	515	full-E	dindʒidunɖu		dindʒidunɖu	d i n dʒ i d u n ɖ u
2325	Betta_Kurumba	full	516	full-F	fullə		fullə	f u lː ə
2537	Brahui	full	854	full-G	puɾ		puɾ	p u ɾ
3185	Ollari_Gadba	full	854	full-G	puneʈ		puneʈ	p u n e ʈ
2964	Kuwi	full	872	full-H	guɾa		guɾa	g u ɾ a
1846	Badga	give	69	give-A	koɖu		koɖu	k o ɖ u
2300	Betta_Kurumba	give	69	give-A	koɖ		koɖ	k o ɖ
131	Kannada	give	69	give-A	koɖu		koɖu	k o ɖ u
1417	Kodava	give	69	give-A	koɖi		koɖi	k o ɖ i
130	Malayalam	give	69	give-A	koɖukkuga		koɖukkuga	k o ɖ u kː u g a
2179	Tamil	give	69	give-A	kuɖə		kuɖə	k u ɖ ə
1948	Tulu	give	69	give-A	koɾo		koɾo	k o ɾ o
1641	Yeruva	give	69	give-A	koɖu		koɖu	k o ɖ u
2512	Brahui	give	471	give-B	tinning		tinning	t i nː i n g
2825	Kota	give	471	give-B	tej		tej	t e j
2932	Kuwi	give	471	give-B	taa		taa	t a a
2178	Tamil	give	471	give-B	ta:		ta:	t aː
2618	Gondi	give	228	give-C	hi		hi	h i
2722	Kolami	give	228	give-C	si:ta:n		si:ta:n	s iː t aː n
1209	Koya	give	228	give-C	i:m		i:m	iː m
1210	Koya	give	228	give-C	i:datam		i:datam	iː d a t a m
